27/02/2022;	   2;	 Bolachas e biscoitos;      5;  61,05
20/02/2024;	  66;	 Cachaca;      8;  37,61
29/12/2020;	  26;	 Pizza congelada;      3;  51,15
17/04/2021;	  61;	 Refrigerante;      5;  18,19
25/10/2022;	  94;	 Pa de lixo;      9;  73,22
22/03/2021;	  67;	 Shampoo;      8;   6,82
13/05/2022;	  51;	 Mortadela;      2;   5,89
22/02/2022;	  91;	 Sabao em pedra;      8;  40,39
27/07/2023;	  12;	 Feijao preto;      1;  38,78
17/08/2021;	  30;	 Melancia;      3;  27,61
12/08/2024;	  49;	 Manteiga;      4;  13,68
16/08/2023;	  63;	 Vinho;      4;  84,54
27/03/2024;	  48;	 Leite fermentado;      1;  84,13
17/11/2024;	  53;	 Presunto;      6;  99,53
20/01/2020;	  79;	 Hidratante corporal;      6;   6,10
18/01/2022;	  37;	 Tomate;      7;  18,07
03/02/2021;	   2;	 Bolachas e biscoitos;      7;  18,08
20/07/2022;	  65;	 Vodka;      5;  87,92
09/07/2023;	   7;	 Arroz parbolizado;      3;  16,12
09/11/2022;	  66;	 Cachaca;      9;  96,50
27/07/2024;	  71;	 Creme dental;     10;  90,75
10/09/2020;	  95;	 Rodo;      6;  99,80
04/12/2020;	  35;	 Batata;      7;  22,52
29/06/2021;	  37;	 Tomate;      6;  14,65
15/09/2020;	  74;	 Lamina de barbear;      4;  35,79
25/06/2023;	  41;	 Couve;      5;  30,25
05/07/2021;	  69;	 Creme de pentear;      3;  51,06
21/10/2023;	  60;	 Energeticos;      6;  86,64
16/09/2023;	  22;	 Hamburguer;      8;  14,75
25/02/2024;	   7;	 Arroz parbolizado;      1;  77,33
04/08/2020;	  51;	 Mortadela;      4;  45,84
23/02/2024;	   0;	 Arroz branco;      9;  12,34
19/10/2023;	  22;	 Hamburguer;      1;  76,14
12/07/2024;	  78;	 Touca de banho;      6;  49,68
26/10/2021;	  23;	 Lasanha;      8;  64,91
20/03/2022;	   2;	 Bolachas e biscoitos;      3;  30,87
23/09/2024;	  65;	 Vodka;      5;  51,33
08/10/2020;	  16;	 Feijao carioca;      9;  21,16
12/09/2023;	  95;	 Rodo;     10;  38,67
02/02/2022;	  57;	 Achocolatado;      4;  23,98
25/03/2023;	  85;	 Agua sanitaria;      7;  27,48
21/09/2024;	  66;	 Cachaca;      6;  99,01
08/07/2024;	  85;	 Agua sanitaria;      3;  84,21
26/02/2021;	  82;	 Algodao;      5;  38,55
27/03/2021;	  78;	 Touca de banho;      8;  94,99
03/07/2020;	  47;	 Iogurte;      8;   1,94
10/07/2024;	  80;	 Hidratante para maos;      4;   4,85
27/01/2024;	  87;	 Detergente;      5;  82,38
17/07/2024;	  20;	 Batata palito;     10;  19,04
13/01/2022;	  96;	 Pano de chao;      4;  89,76
06/11/2020;	  85;	 Agua sanitaria;      9;  11,72
27/09/2021;	  54;	 Queijo;     11;  33,07
07/09/2022;	  42;	 Alface;      8;  38,79
16/08/2020;	  31;	 Abacaxi;     10;  49,07
13/09/2021;	  73;	 Creme de barbear;      6;  41,19
07/10/2023;	  64;	 Vitaminas;      9;  37,91
08/01/2023;	  93;	 Vassoura;      2;  29,51
19/10/2021;	  14;	 Macarrao;      4;  24,33
28/04/2024;	   1;	 Azeite;      7;  18,07
21/01/2021;	  15;	 Maionese;      4;  60,82
28/12/2022;	  87;	 Detergente;      9;  34,32
30/12/2022;	  83;	 Cotonete;      1;  19,07
28/05/2023;	  67;	 Shampoo;     10;  65,68
22/09/2020;	  34;	 Maca;      5;  36,51
17/05/2023;	  68;	 Condicionador;      5;   8,13
24/03/2021;	  22;	 Hamburguer;      4;  47,62
12/01/2021;	  91;	 Sabao em pedra;      9;  67,93
19/07/2020;	  62;	 Sucos;      4;  10,12
14/09/2020;	  33;	 Manga;     11;  53,11
20/02/2023;	  52;	 Peito de peru;      9;  18,16
04/11/2022;	  65;	 Vodka;      9;  16,79
06/03/2021;	  57;	 Achocolatado;      8;  17,87
19/04/2022;	  44;	 Couve-flor;      7;  22,83
06/11/2021;	  11;	 Farinhas de trigo;     11;  44,67
23/09/2022;	  74;	 Lamina de barbear;      5;  17,60
15/04/2023;	  98;	 Luva de borracha;      9;  25,59
20/08/2023;	  79;	 Hidratante corporal;      8;  39,64
10/04/2023;	  95;	 Rodo;      9;  61,34
12/06/2022;	  39;	 Beterraba;      9;  57,13
30/07/2023;	  52;	 Peito de peru;      3;  74,39
18/04/2020;	   2;	 Bolachas e biscoitos;      3;  63,87
07/02/2020;	   7;	 Arroz parbolizado;      6;   5,63
23/10/2022;	  93;	 Vassoura;      5;  88,80
16/12/2023;	  14;	 Macarrao;     10;   3,59
03/04/2024;	  42;	 Alface;      9;  27,91
31/01/2023;	   6;	 Sardinha em lata;      6;  32,69
21/03/2022;	  37;	 Tomate;     11;  36,68
12/11/2022;	  47;	 Iogurte;      5;  22,26
11/04/2023;	  51;	 Mortadela;      3;  66,01
30/08/2022;	  44;	 Couve-flor;      4;  87,24
04/09/2023;	  62;	 Sucos;     10;   2,60
24/12/2020;	  71;	 Creme dental;      2;  30,73
27/02/2021;	  47;	 Iogurte;      9;  31,57
26/06/2021;	   7;	 Arroz parbolizado;      5;  11,20
31/01/2024;	  86;	 Desinfetante;      7;   6,42
21/11/2021;	  35;	 Batata;     11;  70,75
02/05/2022;	  86;	 Desinfetante;      2;  60,28
26/03/2023;	  20;	 Batata palito;      5;  33,59
20/01/2023;	  41;	 Couve;      1;  61,69
17/08/2020;	  13;	 Leite;      7;   5,09
23/02/2024;	  37;	 Tomate;      5;  91,32
23/05/2021;	  42;	 Alface;      8;  79,21
07/11/2020;	  50;	 Margarina;      4;  39,39
20/12/2020;	  85;	 Agua sanitaria;     11;   8,34
08/03/2022;	  32;	 Mamao;      3;  62,65
20/11/2022;	  83;	 Cotonete;     10;  17,99
02/02/2020;	  48;	 Leite fermentado;      6;  21,75
29/05/2022;	  60;	 Energeticos;      8;  25,33
15/11/2023;	  88;	 Esponja de aco;      6;  38,06
07/09/2024;	  69;	 Creme de pentear;     10;  32,35
09/11/2024;	  56;	 Salame;     10;  61,39
27/07/2022;	  86;	 Desinfetante;      6;  82,73
13/07/2022;	  91;	 Sabao em pedra;      2;  46,01
14/02/2020;	  34;	 Maca;      9;  31,48
06/09/2023;	  35;	 Batata;      4;  43,11
25/10/2021;	  16;	 Feijao carioca;      4;  50,33
05/03/2021;	  50;	 Margarina;     10;  75,26
02/10/2024;	  71;	 Creme dental;      2;  22,94
31/12/2020;	  36;	 Cenoura;     10;  49,51
26/02/2023;	  43;	 Rucula;     11;   5,85
22/04/2024;	  78;	 Touca de banho;     10;  99,88
27/11/2022;	   6;	 Sardinha em lata;      4;  38,06
18/06/2023;	  40;	 Pepino;      5;  93,98
19/04/2023;	  49;	 Manteiga;      9;  97,00
11/10/2021;	   4;	 Cha;     10;  16,90
06/10/2024;	  94;	 Pa de lixo;      8;  58,76
01/10/2021;	  94;	 Pa de lixo;      8;   8,76
17/08/2022;	  50;	 Margarina;      3;  23,71
03/04/2020;	  19;	 Pimenta;      5;  43,33
23/02/2020;	  95;	 Rodo;      6;  46,62
29/07/2024;	  95;	 Rodo;      5;  33,63
24/11/2023;	  12;	 Feijao preto;      6;  84,30
18/05/2020;	  42;	 Alface;      6;  69,31
25/08/2020;	  58;	 Agua;      1;  82,21
23/08/2023;	  29;	 Abacate;      9;  13,69
25/01/2020;	  97;	 Pano de prato;     11;  38,52
20/06/2024;	  37;	 Tomate;      3;  45,61
19/06/2023;	  40;	 Pepino;      1;  61,47
17/10/2022;	  78;	 Touca de banho;      4;  11,68
08/10/2020;	  40;	 Pepino;      5;  52,33
05/03/2022;	  51;	 Mortadela;      8;  30,19
25/09/2023;	  91;	 Sabao em pedra;      9;  46,75
31/03/2023;	   6;	 Sardinha em lata;      5;  26,92
23/06/2020;	  57;	 Achocolatado;      3;   4,47
23/11/2023;	  61;	 Refrigerante;      4;  63,55
08/11/2020;	  19;	 Pimenta;     11;  78,08
21/08/2021;	   8;	 Milho em lata;      9;  35,26
28/08/2020;	  60;	 Energeticos;      8;  24,29
30/04/2020;	  45;	 Repolho;      5;  74,26
02/07/2020;	  21;	 Peito de frango;      5;  61,56
16/05/2021;	  21;	 Peito de frango;      9;  70,64
25/09/2022;	   9;	 Ervilha em lata;      4;  20,91
24/02/2022;	   2;	 Bolachas e biscoitos;      2;  35,28
05/09/2024;	  28;	 Banana;      2;   9,37
22/04/2021;	  45;	 Repolho;      3;  94,58
11/07/2021;	  65;	 Vodka;     11;  78,60
16/11/2023;	  65;	 Vodka;      3;  80,34
02/12/2024;	  63;	 Vinho;      3;  23,12
09/09/2023;	  37;	 Tomate;      3;  31,99
03/12/2020;	  15;	 Maionese;      9;   6,44
09/10/2020;	  54;	 Queijo;     10;  25,39
16/01/2023;	  25;	 Pao de queijo;      9;  94,07
17/09/2021;	  98;	 Luva de borracha;      5;  50,23
10/02/2023;	  56;	 Salame;      9;  32,46
04/10/2023;	  73;	 Creme de barbear;      4;  11,46
15/11/2020;	  39;	 Beterraba;      6;  79,29
22/05/2024;	  52;	 Peito de peru;      8;  49,19
13/07/2021;	  11;	 Farinhas de trigo;      1;   7,55
19/02/2021;	  82;	 Algodao;      3;  80,29
24/06/2023;	  79;	 Hidratante corporal;      6;  83,77
25/10/2022;	  71;	 Creme dental;      9;  11,46
16/01/2020;	  83;	 Cotonete;      4;   9,24
29/09/2023;	  36;	 Cenoura;      4;  26,92
18/11/2024;	  37;	 Tomate;      4;  52,23
09/04/2024;	  63;	 Vinho;      3;  95,91
28/01/2022;	  45;	 Repolho;      9;  82,94
16/10/2023;	  75;	 Escova de dentes;     10;  57,13
18/05/2022;	   8;	 Milho em lata;     11;  54,91
27/10/2023;	  66;	 Cachaca;      5;  75,95
13/10/2022;	  66;	 Cachaca;      7;  89,12
03/07/2022;	  28;	 Banana;      1;   5,19
05/11/2020;	  28;	 Banana;      5;  50,41
09/03/2021;	   6;	 Sardinha em lata;      1;  14,97
05/10/2020;	  30;	 Melancia;      8;   9,60
12/11/2024;	  16;	 Feijao carioca;      3;  23,77
06/10/2020;	  75;	 Escova de dentes;      2;  70,29
13/08/2021;	  11;	 Farinhas de trigo;     11;  52,75
04/01/2020;	  78;	 Touca de banho;      8;   4,33
16/06/2024;	  78;	 Touca de banho;     10;  22,21
11/10/2024;	  93;	 Vassoura;      8;  74,68
22/02/2023;	   2;	 Bolachas e biscoitos;      2;  41,25
24/11/2023;	  13;	 Leite;     10;   5,66
20/02/2024;	  76;	 Papel higienico;      5;   4,61
05/09/2023;	  59;	 Cervejas;      8;  34,33
06/05/2023;	  43;	 Rucula;      4;  96,36
27/07/2023;	   1;	 Azeite;      8;  95,93
27/01/2021;	  86;	 Desinfetante;      4;  95,72
27/10/2024;	  17;	 Oleo;      5;  37,04
23/03/2023;	  90;	 Amaciante;      9;  10,24
09/07/2021;	  57;	 Achocolatado;      6;  21,89
06/02/2020;	  37;	 Tomate;      5;  38,60
03/10/2022;	  24;	 Linguica;      1;  22,76
16/03/2021;	  70;	 Desodorante;      3;  22,17
17/01/2020;	  14;	 Macarrao;      7;  97,74
06/09/2022;	  46;	 Apresuntado;      5;  29,62
09/04/2023;	  34;	 Maca;      6;  86,37
08/04/2020;	  45;	 Repolho;      7;  45,72
10/12/2024;	  92;	 Alvejante;      3;   0,89
29/06/2023;	  47;	 Iogurte;      6;  63,98
03/09/2020;	  39;	 Beterraba;      2;  18,36
06/07/2024;	  82;	 Algodao;      3;   4,08
13/10/2021;	  38;	 Pimentao;      3;  35,53
21/12/2024;	  46;	 Apresuntado;      7;  16,95
25/02/2022;	  43;	 Rucula;     10;  53,49
31/05/2022;	  29;	 Abacate;     10;  17,16
07/09/2023;	  98;	 Luva de borracha;      7;  13,57
12/12/2024;	  59;	 Cervejas;      8;  85,31
09/05/2022;	  52;	 Peito de peru;      8;  93,28
06/09/2023;	  47;	 Iogurte;     11;  47,21
05/08/2021;	  83;	 Cotonete;      2;  57,06
10/03/2024;	  44;	 Couve-flor;      3;  73,62
09/05/2024;	  11;	 Farinhas de trigo;      4;  36,90
03/11/2024;	  40;	 Pepino;      7;  85,72
23/05/2020;	  14;	 Macarrao;      2;  87,05
13/09/2024;	   7;	 Arroz parbolizado;      3;  30,56
25/01/2024;	  43;	 Rucula;      5;  61,50
20/12/2022;	 100;	 Sacos de lix;      8;  40,44
28/01/2020;	  39;	 Beterraba;     10;  95,48
03/10/2023;	  97;	 Pano de prato;      8;  29,89
03/11/2023;	  51;	 Mortadela;      7;  96,59
17/06/2022;	  48;	 Leite fermentado;      8;  59,65
09/04/2021;	  22;	 Hamburguer;     10;  60,46
04/12/2023;	  55;	 Requeijao;      3;   5,66
26/07/2020;	   7;	 Arroz parbolizado;      9;  30,86
11/07/2022;	   1;	 Azeite;      7;  95,10
03/12/2024;	  62;	 Sucos;      1;   0,11
14/02/2023;	  57;	 Achocolatado;      4;  98,13
05/03/2023;	  60;	 Energeticos;      6;  90,07
30/05/2023;	  23;	 Lasanha;      8;  58,83
10/10/2022;	   7;	 Arroz parbolizado;      9;  31,22
22/05/2021;	  58;	 Agua;      4;  32,42
11/07/2024;	  11;	 Farinhas de trigo;      5;  59,67
17/05/2020;	  25;	 Pao de queijo;      9;  78,77
09/09/2022;	  11;	 Farinhas de trigo;      8;  82,16
29/07/2020;	  81;	 Espuma de barbear;     10;  12,60
11/01/2020;	  12;	 Feijao preto;      4;  89,14
05/07/2024;	  30;	 Melancia;      6;  37,64
28/08/2024;	  77;	 Absorvente;     10;  39,43
23/01/2022;	  21;	 Peito de frango;      3;  43,68
17/04/2020;	  59;	 Cervejas;     11;  62,78
07/06/2023;	  14;	 Macarrao;      4;  82,67
10/03/2024;	  57;	 Achocolatado;      7;  87,10
06/03/2023;	  90;	 Amaciante;      8;  35,42
17/02/2022;	  15;	 Maionese;     10;  92,04
10/06/2024;	  41;	 Couve;      9;  91,03
31/07/2023;	  16;	 Feijao carioca;     10;  46,16
13/06/2021;	 100;	 Sacos de lix;      4;   6,19
26/08/2024;	  55;	 Requeijao;      3;  51,31
11/07/2022;	  46;	 Apresuntado;      8;  16,92
29/08/2024;	  47;	 Iogurte;      8;  68,12
05/11/2022;	  12;	 Feijao preto;      2;  40,98
29/03/2021;	  28;	 Banana;      2;  63,12
20/09/2023;	  36;	 Cenoura;      7;  38,85
25/12/2021;	  56;	 Salame;      8;  56,34
18/09/2023;	  87;	 Detergente;      2;  88,09
31/03/2022;	  89;	 Sabao em po;      1;  66,38
16/09/2020;	  68;	 Condicionador;      9;  61,06
15/04/2021;	  88;	 Esponja de aco;      3;   2,98
28/09/2023;	  92;	 Alvejante;      7;   5,06
18/11/2023;	  44;	 Couve-flor;      7;  22,07
20/01/2020;	  39;	 Beterraba;      8;  87,24
02/08/2023;	  63;	 Vinho;      4;  58,51
23/01/2022;	  92;	 Alvejante;      3;  92,67
23/09/2024;	  96;	 Pano de chao;      3;  63,45
02/10/2023;	   6;	 Sardinha em lata;     11;   3,90
07/01/2023;	  96;	 Pano de chao;     10;  95,21
03/11/2020;	  24;	 Linguica;      6;   6,03
10/07/2021;	  39;	 Beterraba;      4;   0,51
14/07/2023;	  10;	 Extrato de tomate;      4;  29,94
11/08/2022;	  34;	 Maca;      1;  30,88
22/01/2022;	  18;	 Sal;      7;  14,97
06/02/2023;	  71;	 Creme dental;      4;  35,22
23/05/2024;	  68;	 Condicionador;      7;   4,90
09/10/2024;	  78;	 Touca de banho;     10;  18,78
06/01/2022;	  96;	 Pano de chao;     10;  41,71
26/08/2024;	  89;	 Sabao em po;      7;  20,28
29/07/2020;	  90;	 Amaciante;      7;  48,16
29/09/2024;	  40;	 Pepino;      3;  36,47
06/09/2020;	  76;	 Papel higienico;      7;   3,20
01/08/2020;	  92;	 Alvejante;      8;  45,37
24/09/2022;	  65;	 Vodka;     11;  95,37
05/03/2021;	  99;	 Pedra sanitaria;      7;  74,57
09/07/2021;	   1;	 Azeite;     11;  58,33
22/04/2020;	  80;	 Hidratante para maos;      6;  88,68
19/11/2022;	  43;	 Rucula;      6;   1,06
12/08/2021;	  56;	 Salame;      8;  35,17
29/08/2021;	  32;	 Mamao;      3;  15,44
10/12/2021;	  94;	 Pa de lixo;      2;  12,88
21/05/2024;	  95;	 Rodo;      9;  40,02
31/03/2020;	  42;	 Alface;      4;  13,40
15/10/2023;	  36;	 Cenoura;      9;  39,66
11/11/2023;	  18;	 Sal;      7;  76,76
14/07/2023;	  12;	 Feijao preto;      3;  53,38
17/02/2022;	  32;	 Mamao;      3;  72,92
11/03/2021;	  73;	 Creme de barbear;      3;  80,99
04/10/2023;	  27;	 Salsicha;      8;  62,64
25/12/2020;	  50;	 Margarina;      3;  59,67
18/08/2023;	  42;	 Alface;      7;  86,57
19/06/2023;	  62;	 Sucos;      9;  91,31
28/06/2022;	  97;	 Pano de prato;     10;  31,34
08/10/2022;	  48;	 Leite fermentado;      7;  21,28
10/08/2022;	  14;	 Macarrao;     10;  10,61
29/07/2020;	  77;	 Absorvente;      1;  40,25
10/09/2024;	  81;	 Espuma de barbear;      6;  76,06
10/10/2022;	  70;	 Desodorante;      7;  43,48
28/02/2024;	   5;	 Atum em lata;      9;  68,75
14/03/2024;	  95;	 Rodo;      5;  44,01
18/08/2024;	  40;	 Pepino;      1;  54,10
11/08/2020;	  78;	 Touca de banho;      4;  67,05
02/09/2022;	  83;	 Cotonete;      7;  26,40
16/10/2020;	  97;	 Pano de prato;      2;  35,68
27/09/2024;	  88;	 Esponja de aco;      2;  95,22
31/07/2023;	  66;	 Cachaca;      7;  60,22
24/09/2024;	  97;	 Pano de prato;      3;  87,07
04/06/2023;	  89;	 Sabao em po;      4;  38,45
27/12/2022;	  46;	 Apresuntado;      9;  92,14
24/05/2023;	  89;	 Sabao em po;      8;  46,14
18/06/2023;	  59;	 Cervejas;      7;  75,75
23/12/2023;	  28;	 Banana;     10;  16,19
31/07/2022;	  68;	 Condicionador;      4;   9,39
28/06/2021;	  83;	 Cotonete;      5;  51,53
23/11/2024;	  96;	 Pano de chao;      6;  62,91
21/12/2024;	  72;	 Sabonete;      1;  70,01
06/01/2024;	   6;	 Sardinha em lata;      6;  79,05
15/11/2021;	  52;	 Peito de peru;      6;  37,26
04/01/2021;	  84;	 Esponja para banho;      2;  11,51
17/05/2023;	  96;	 Pano de chao;      9;   8,65
06/03/2020;	  12;	 Feijao preto;      7;  23,60
17/08/2021;	  31;	 Abacaxi;      7;  30,27
25/01/2024;	  72;	 Sabonete;      6;   3,52
13/11/2020;	  29;	 Abacate;      8;  37,00
21/03/2023;	  41;	 Couve;      6;  13,66
13/09/2021;	   9;	 Ervilha em lata;      4;  91,52
10/05/2024;	  10;	 Extrato de tomate;     10;  13,23
26/06/2022;	  65;	 Vodka;      7;  80,66
23/05/2024;	  59;	 Cervejas;      9;  61,86
25/11/2022;	   9;	 Ervilha em lata;      3;   2,10
24/06/2023;	   4;	 Cha;      3;  92,83
12/10/2021;	  94;	 Pa de lixo;      3;  56,45
04/12/2020;	  76;	 Papel higienico;      6;   7,18
28/06/2022;	  16;	 Feijao carioca;      7;  96,22
02/09/2024;	  74;	 Lamina de barbear;      5;   6,00
29/09/2021;	  43;	 Rucula;      9;   6,53
30/03/2021;	  41;	 Couve;      2;  29,23
31/03/2022;	   0;	 Arroz branco;      5;  79,91
03/04/2024;	  67;	 Shampoo;      2;  50,71
18/01/2021;	  99;	 Pedra sanitaria;      5;  23,14
30/03/2023;	  52;	 Peito de peru;      7;  59,12
30/10/2023;	  45;	 Repolho;      9;  50,74
28/12/2022;	  98;	 Luva de borracha;      4;  30,30
21/08/2021;	  44;	 Couve-flor;      9;  37,05
12/02/2023;	  84;	 Esponja para banho;      5;  37,14
24/11/2022;	   1;	 Azeite;      4;   4,40
10/10/2022;	  44;	 Couve-flor;      2;  91,88
26/10/2021;	  45;	 Repolho;      9;  96,35
28/03/2021;	  63;	 Vinho;      8;  16,34
13/10/2021;	   1;	 Azeite;      1;  64,14
24/05/2021;	 100;	 Sacos de lix;      2;  45,62
16/03/2024;	  21;	 Peito de frango;      6;  47,78
31/03/2021;	 100;	 Sacos de lix;      3;  13,02
06/05/2024;	  68;	 Condicionador;      7;  69,27
19/12/2024;	  61;	 Refrigerante;     10;  74,22
11/08/2020;	  49;	 Manteiga;      7;  58,89
28/12/2020;	   5;	 Atum em lata;      4;  42,85
23/11/2024;	  25;	 Pao de queijo;      6;   3,35
07/06/2022;	  22;	 Hamburguer;      7;  17,24
14/05/2020;	  82;	 Algodao;     10;   8,93
11/05/2022;	  92;	 Alvejante;      6;  36,43
28/01/2021;	  74;	 Lamina de barbear;      3;  14,06
20/12/2021;	  74;	 Lamina de barbear;     10;  23,99
25/10/2020;	  60;	 Energeticos;      4;  20,71
05/07/2023;	   6;	 Sardinha em lata;      3;  40,41
13/10/2020;	  52;	 Peito de peru;      3;  63,04
29/04/2023;	  65;	 Vodka;      9;   2,90
02/01/2022;	  48;	 Leite fermentado;      1;  33,44
02/01/2024;	  84;	 Esponja para banho;      1;   4,17
12/09/2020;	  85;	 Agua sanitaria;      2;  21,71
28/10/2021;	  81;	 Espuma de barbear;      7;  56,34
04/12/2022;	  29;	 Abacate;      8;  88,78
11/09/2022;	 100;	 Sacos de lix;      2;  90,59
29/04/2023;	  98;	 Luva de borracha;      7;  86,13
06/09/2023;	  22;	 Hamburguer;      4;  84,21
01/02/2021;	  86;	 Desinfetante;      8;   2,44
17/12/2024;	  68;	 Condicionador;     10;  44,67
30/01/2024;	  59;	 Cervejas;      6;  77,63
19/08/2024;	  89;	 Sabao em po;     11;  45,23
18/05/2020;	  41;	 Couve;      2;  15,31
31/12/2022;	  62;	 Sucos;      3;  86,17
08/03/2023;	  60;	 Energeticos;      7;  33,63
17/11/2021;	  67;	 Shampoo;      5;  97,92
14/06/2023;	  65;	 Vodka;      2;   2,46
02/01/2024;	  60;	 Energeticos;      7;   4,79
01/07/2020;	  48;	 Leite fermentado;     10;  17,85
25/02/2021;	  45;	 Repolho;      2;  99,25
19/02/2024;	  68;	 Condicionador;      1;  95,29
21/08/2023;	  14;	 Macarrao;      1;  87,24
12/03/2024;	  79;	 Hidratante corporal;      1;  38,75
26/05/2020;	   5;	 Atum em lata;      5;  19,64
25/07/2022;	  62;	 Sucos;      3;  12,42
29/10/2024;	  37;	 Tomate;      6;   6,07
10/11/2020;	  42;	 Alface;     10;  17,81
25/12/2024;	  31;	 Abacaxi;      6;  40,46
13/03/2022;	  83;	 Cotonete;      7;  51,30
15/07/2022;	  66;	 Cachaca;     11;  34,41
20/10/2024;	  55;	 Requeijao;      2;  33,10
16/01/2020;	  44;	 Couve-flor;     10;  23,71
21/12/2024;	  58;	 Agua;      3;  70,82
08/08/2020;	  40;	 Pepino;      3;  60,60
15/06/2020;	  48;	 Leite fermentado;      6;  95,34
16/02/2022;	   3;	 Cafe;      7;  76,73
18/04/2021;	  37;	 Tomate;      6;  98,30
25/12/2023;	  72;	 Sabonete;      4;   4,14
24/11/2023;	  28;	 Banana;      3;  94,76
26/01/2020;	  97;	 Pano de prato;      8;  39,08
01/07/2023;	  83;	 Cotonete;      9;  79,23
13/08/2021;	  84;	 Esponja para banho;      7;   9,89
08/11/2024;	  81;	 Espuma de barbear;      3;   5,55
12/10/2020;	   5;	 Atum em lata;      1;  81,51
31/10/2021;	  61;	 Refrigerante;      8;  11,88
02/05/2022;	  61;	 Refrigerante;      5;  97,77
31/08/2024;	  75;	 Escova de dentes;      4;  45,67
19/06/2022;	  52;	 Peito de peru;      7;  83,35
28/06/2020;	  65;	 Vodka;      7;  92,60
24/11/2021;	  44;	 Couve-flor;      9;  11,11
18/11/2024;	  62;	 Sucos;     10;   7,91
10/01/2023;	  76;	 Papel higienico;      2;  58,02
17/12/2020;	   4;	 Cha;     11;  83,06
14/06/2024;	  64;	 Vitaminas;      3;   3,62
16/10/2023;	  82;	 Algodao;      2;  40,14
03/01/2020;	  21;	 Peito de frango;      2;  12,26
10/05/2024;	  72;	 Sabonete;      3;   3,72
01/12/2023;	  73;	 Creme de barbear;      3;  97,50
15/03/2023;	  67;	 Shampoo;      7;  19,67
17/04/2021;	  29;	 Abacate;     10;  53,64
12/05/2020;	  90;	 Amaciante;      4;  27,48
19/09/2021;	  97;	 Pano de prato;      1;  86,05
14/02/2024;	  84;	 Esponja para banho;      6;  15,53
03/04/2021;	  26;	 Pizza congelada;      9;  46,82
21/01/2022;	   8;	 Milho em lata;      4;  32,48
19/02/2020;	  62;	 Sucos;      3;  59,68
12/08/2021;	  89;	 Sabao em po;      8;  94,33
25/06/2020;	   5;	 Atum em lata;      2;  26,46
30/06/2023;	   6;	 Sardinha em lata;      5;  64,86
14/11/2024;	   9;	 Ervilha em lata;      8;  57,47
13/10/2021;	  52;	 Peito de peru;     10;  96,94
07/05/2021;	   9;	 Ervilha em lata;      7;  46,59
17/05/2021;	  34;	 Maca;      1;  11,45
01/02/2020;	  53;	 Presunto;      5;  16,73
10/07/2020;	   7;	 Arroz parbolizado;     11;  87,87
